Comentario,Aspecto,Polaridad
en mi consideracion los nombres de los metodos son adecuados y expresan una accion u operacion de la clase su visibilidad es correcta su valor de retorno lo considero correcto lo que es con funcionabilidad pero falta algun metodo que se paso por alto puede ser el metodo de imprimir contrato,consideracion,1
las cardinalidades se colocaron correctamente los roles si fueron especificados y sus asociaciones fueron correctas,cardinalidades,2
los nombres de las clases estan escritos con mayusculas presentan sus atributos necesario e importantes,nombres,2
los atributos estan descritos de forma correcta si tienen su tipo de datos correctos pero no se identifican si tienen visibilidad,atributos,1
los metodos estan correctos de forma descrita correctamente los tipo de datos pero no tienen retorno,metodos,1
las cardinalidades se denotan de forma correcta algunos roles no estan descritos de forma correcta la direccion de la navegacion esta correctamente,cardinalidades,1
los nombres de las clases son correctos  puestos que estan compuestos de sustantivos y empieza con mayusculas la estructura de las cases si contienen los atributos y metodos mas relevantes por lo tanto son correctos la informacion detallada se encuentra de manera coherente y detallada,nombres,2
los nombres de los atributos estan correctos puestos que estan compuestos de sustantivos y adjetivo expresando asi una correcta propiedad de la clase los atributos tambien contienen los tipos de datos,nombres,2
los nombres de los metodos estan correctos ya que contiene verbo  expresando asi una accion si contiene la visibilidad adecuada asi como sus tipos de datos no estan correctos los tipos de valores de retorno la mayoria de metodos indican funcionalidad correcta de la mayoria de requerimientos establecidos,nombres,2
la direccion de todas las cardinalidades de todas las asociaciones no es la correcta ,direccion,0
las clases son coherentes,clases,2
existe atributos redundantes,atributos,0
hay metodos en clases que no corresponde,clases,0
las cardinalidades no se denotan correctamente,cardinalidades,0
el nombre de la clase esta en mayuscula,nombre,2
parcialmente correcto todos los atributos son publicos olvidando el encapsulamiento,atributos,1
todos los metodos son adecuados,metodos,2
tiene errores en las cardinalidades,errores,0
todas las clases estan bien descritas,clases,2
algunos atributos tienen dos puntos,atributos,2
hay metodos en clases que no corresponde,clases,0
no tiene cardinalidades,cardinalidades,0
faltan clases importantes como usuario,clases,0
faltan atributos uso inadecuado del tipo de dato char en variables de tipo date int para datos que no seran calculados char en atributos que necesitan varchar,atributos,0
los metodos estan incorrectamente,metodos,0
esta toda la cardinalidad al reves navegacion de  clases no concuerdan,cardinalidad,0
no coloco ninguna clase relacionada con el personal del hospital,clase,0
en la clase diagnostico se tiene el atributo de medico general el cual deberia ser una clase,clase,0
la mayoria de metodos no permiten el acceso o ingreso a todos los atributos de las clases,mayoria,0
la clase paciente y historial deberian tener cardinalidad  debido a que un paciente puede tener varios registros en el historial deberia ser obligatorio la clase paciente en la relacion con la clase operacion la clase pacientes deberia poder tener mas de un diagnostico por operacion la flecha entre la clase paciente y historial deberia tener una direccion opuesta,clase,0
globalmente no se detectan todas las clases para representar todo el sistema,clases,0
no existe tipos de datos en los atributos de la clases y la visibilidad no es la adecuada ya que los atributos estan de forma publica,tipos,0
la visibilidad de los metodos no es el adecuado ya que estan de forma privada haciendo de que no se puedan acceder a ellos,visibilidad,0
tiene incorrectas la mayoria de las cardinalidades por ejemplo la de entre la clase historial y cita donde la cardinalidad nos dice que en una cita se va a tener muchos historiales y un historial solo va a existir por cita,mayoria,0
la calidad de los nombres de las clases si empiezan con mayusculas y si son sustantivos cumpliendo con lo establecido referente a su estructura no se encuentra correcta existen falencias tales como en vez de hacer cita  diagnostico y tratamiento  unirlo en uno solo como historia clinica,calidad,1
la presentacion de los nombres de los atributos si se encuentran acorde y entendibles de acuerdo con el tipo de dato se encuentra algunos incorrectos o errores como por ejemplo fecha deberia de ser date horatime cuando hablamos de un identificador como la cedula mas acorde se veria como uninteger,presentacion,1
la determinacion de los nombres de los metodos tambien se encuentran entendibles pero asi mismo como el caso anterior tienen mal su tipo de datos en el metodo y opino que en vez de hacer tantos metodos como obtener cedula telefono y correo  hacerlo uno solo como obtener datosen general,determinacion,1
de acuerdo con las asociaciones faltan y sus cardinalidades si cumplen asi mismo sus roles que juegan los papeles importantes en esto pero asi mismo se pudo mejorar un poco,acuerdo,1
existen clases que son innecesarias y pueden ser reemplazadas por otra clase que detalle mucho mejor las funcionalidades,clases,0
la mayoria de atributos de las clases estan correctos pero en el caso de atributos como fecha y hora  esta incorrecto el tipo de dato,mayoria,1
los metodos descritos estan incorrectos en su mayoria ya que describen procesos que no son necesarios o que pueden realizarse dentro de otro,metodos,0
las asociaciones descritas no estipulan las relaciones adecuadas entre clases y debido a que desde el diagrama de casos de uso se encuentran falencias se las venido arrastrando hasta los posteriores diagramas,asociaciones,0
existen las clases necesarias para identificar el procedimiento del sistema pero se pudo reunir la creacion de cita diagnostico y tratamiento con una clase historial medico donde incluiria todo eso muy aparte de eso esta obviada la herencia de paciente a especialista,clases,1
la mayoria de atributos se encuentran bien con sus tipos de datos ya que para la mayoria de las clases coinciden unicamente las tipo date falto especificarlas bien,mayoria,2
los metodos descritos en todo el diagrama intentan recuperar datos pero en ninguna de las clases se ve como se alimenta el sistema como se registran esos datos para ser utilizados por otras clases,metodos,1
las asociaciones no quedan del todo claras solo asociaron las entidades con las que podrian tener relacion de una u otra forma especifica,asociaciones,0
hace falta la incorporacion de metodos importantes en las clases,falta,0
los atributos estan bien establecidos,atributos,2
hacen falta metodos y ademas existe ausencia de parametros no indica el tipo de retorno,falta,0
las cardinalidades son poco adecuadas los roles no se especifican correctamente,cardinalidades,0
no esta adecuado todas las clases un ejemplo es en caso de uso cita y en el diagrama de clases esta como citamedica lo mismo con medicocabecera o medicoespecialista,clases,0
tiene errores como colocar los atributos de otra clase como clave foranea pues esto se hace implicitamente y los tipos de datos de nombres y apellidos la clase medicocabecera estan como tipo objeto cuando realmente deberian ser de tipo string o de algun tipo de dato de caracteres,errores,0
los metodos de todas las clases no son verbos si no mas bien sustantivos y algunos no tienen que ver con la clase que es,metodos,0
